
============================================================
文件: 邓棋面试录音.m4a
[面试官] 時間差的如果比較小的話
[面试官] 那就
[面试官] 隨便看一到
[面试官] 那就差不就
[面试官] 就知道他可以過了
[面试官] 但是如果要差了很大
[面试官] 這種情況下
[面试官] 如果看不下的話
[面试官] 我們
[面试官] 就是基本上
[面试官] 會給pass的
[面试官] 所以你基本上
[面试官] 也是按照
[候选人] 曝光
[候选人] 比如說
[面试官] 你的目標是
[候选人] 50萬曝光
[候选人] 然後CPM是
[候选人] 50到70
[面试官] 然後就可以去
[候选人] 談這個價
[面试官] 對吧
[面试官] 我們在SOP也是這樣的
[面试官] OK 然後就是想瞭解一下
[候选人] 如果說讓你來
[候选人] 帶這個QL團隊的話
[候选人] 你會怎麼去
[候选人] 設計團隊的KPI
[面试官] 首先應該來了一把
[面试官] 我會跟著
[面试官] 或者是
[面试官] 去增加不同的人
[面试官] 會定不同的目標
[面试官] 這是一個點
[面试官] 然後第二個點的話就是
[面试官] 剛剛提到
[面试官] 有很多產品
[面试官] 我們每天
[面试官] 都會見面的一個數量
[面试官] 然後回覆率
[面试官] 然後
[面试官] 對於初遍的一個數量
[面试官] 包括初遍的一個時間周期
[面试官] 也會有一個卡通
[面试官] 然後就是那種
[面试官] 跑單的那種期
[面试官] 或者說那時候
[面试官] 出問題的很概率
[面试官] 也不會出了一個卡通
[面试官] 然後再也就是它的一個
[面试官] 曝光量
[面试官] 或者說小花業人
[面试官] 其實搞的那種
[面试官] 對 當然最主要的一個點的話
[面试官] 就是耐性能力
[面试官] 就是每個人的話
[面试官] 他可能比如說
[面试官] 他上層的點不一樣
[面试官] 或者說他
[面试官] 負責的品牌不一樣
[面试官] 或者說他的手頭的
[面试官] 機能不一樣
[面试官] 他可能就是
[面试官] 不成的燃料不成的
[面试官] 算了
[面试官] 而不是說
[面试官] 我是還能夠一個指教
[面试官] 那這樣子的話
[面试官] 對於某些人的負責品
[面试官] 嗯
[候选人] OK
[候选人] 我覺得
[候选人] 還想知道就是
[候选人] 就你在
[候选人] 梅倫這家公司
[候选人] 工作訂來說
[候选人] 你有沒有
[候选人] 大概
[候选人] 統計過因為
[候选人] 就是
[候选人] KOVO這一塊歸因
[候选人] 然後歸到銷售額上來的
[候选人] 單大概有多少
[候选人] 因為就像你說的嘛
[候选人] 你可以通過專屬折扣碼
[候选人] 通過beatsly縮短鏈
[候选人] 通過亞馬遜attribution
[候选人] 鏈接啊
[候选人] 都是可以去實現
[候选人] 精準的實現
[候选人] 算是比較精準的實現嘛
[候选人] 有多少人是點了
[候选人] 你這個視頻的鏈接進來的
[候选人] 然後進去之後
[候选人] 通過這個鏈接
[候选人] 到這個鏈接配給
[候选人] 然後下單的
[候选人] 有統計過嗎
[面试官] 我剛剛有說過
[面试官] 我們RY是拍了一張
[候选人] 我想要點的是訂單量
[候选人] 不是
[候选人] 不是RY
[面试官] 這訂單量
[面试官] 對 就是通過視頻
[候选人] 能出到單
[候选人] 因為你光看RY的話
[候选人] 那你如果一個月出兩單
[面试官] 那你本身成本也低嘛
[候选人] 然後你出兩單
[候选人] 是RY他也能打到那個紙
[面试官] 我們還包括
[面试官] 就是來回的in-fans的方面
[面试官] 就是收到的三本加上去
[面试官] 對啊
[候选人] 但是你出單量少的話
[面试官] 我懂你意思
[候选人] 但我還是想了解一下
[候选人] 訂單量有多少
[面试官] 首先就是
[面试官] 我們就是要
[面试官] 那些出的
[面试官] 就是合作的那些視頻
[面试官] 就是只有一半左右
[面试官] 出單的
[面试官] 剩下一半是沒有的
[候选人] 所以一個月大概是五單
[面试官] 不對
[候选人] 一個月大概有五個
[候选人] 和上線視頻出單
[候选人] 但是出單數是多少的
[候选人] 有歸因嗎
[面试官] 因為這個
[面试官] 我最終只算了一個RY
[面试官] 就是具體的單量
[面试官] 反正你提供下來的話就是
[面试官] 一個視頻
[面试官] 如果這個也不好訂
[面试官] 因為有的視頻出單很多
[面试官] 有的視頻出單沒有出單
[面试官] 然後有的視頻
[面试官] 除了單量不要少
[面试官] 這個東西我只能
[面试官] 所以說我最終只捧出了一個
[面试官] 就是我一共花了多少錢
[面试官] 然後我帶了多少殘酌
[面试官] 對
[面试官] 我最終是只算
[候选人] 那可以捧進那種累計的嘛
[候选人] 比如說累計三個月
[候选人] 加起來一共
[候选人] 所有的視頻出單是多少
[候选人] 或者一個月中中的
[面试官] 有嗎
[候选人] 沒事沒有的話就也沒關係
[面试官] 我就想了解一下這個
[面试官] 每個月可能也幾十萬吧
[面试官] ok
[候选人] 我這邊沒什麼問題了
[候选人] 看你這邊有沒有什麼問題
[面试官] 就你接觸過的
[面试官] tol
[面试官] 然後你是去怎麼管控
[面试官] 它那個內容的質量
[面试官] 視頻內容的質量
[面试官] 我是女校會的
[面试官] 對的一樣的
[候选人] 好
[面试官] 管控質量是嗎
[候选人] 對就是避免說那些博主
[面试官] 他去很敷衍的
[候选人] 去拍我們的視頻這樣子
[面试官] 只能地
[面试官] 基本上也可以
[面试官] 拍一個這樣子的說法
[面试官] 就是我們早期
[面试官] 比如說我們這個
[面试官] 貨發給他之後
[面试官] 拍完之後
[面试官] 拍完之後
[面试官] 拍一個draft
[面试官] 然後
[面试官] 會給他們審訊之後
[面试官] 我們幫他說
[面试官] 在那幾號
[面试官] 幾號就上去
[面试官] 我們會審訊之後說
[面试官] 每個月需要改
[面试官] 我們可以用改的那些上
[候选人] 不用改的那些上
[候选人] 那有些還會說很拖延
[面试官] 拖延那種解決
[面试官] 這個點
[面试官] 這個有兩種不同的情況
[面试官] 第一個情況是說
[面试官] 他有很多貨
[面试官] 他要不是比較拍
[面试官] 他有那個
[面试官] 他有一個版型
[面试官] 就是他不得合作比這樣
[面试官] 那麼他就是
[面试官] 我跟他合作之前
[面试官] 就是我們會大概
[面试官] 去一個時間點
[面试官] 就是說
[面试官] 我給他一個視頻
[面试官] 做成能夠
[面试官] 做成能夠拍出來
[面试官] 回傳給我
[面试官] 就是說我們會有一個時間點
[面试官] 如果說這個時間點很長
[面试官] 那麼你到時候
[面试官] 就是可以直接考慮
[面试官] 外面或者是說到時候
[面试官] 下個時間點
[面试官] 給他
[面试官] 因為我們家
[面试官] 經常是全球各出隊員
[面试官] 我合作
[面试官] 我下個月在國國
[面试官] 或者是怎麼樣
[面试官] 那種話就很可能先
[面试官] 各自這邊
[面试官] 把他們的理由
[面试官] 趕進的話
[面试官] 優先選
[面试官] 那些
[面试官] 我周期更有
[面试官] 給我打來
[面试官] 那種第一種情況
[面试官] 那種情況的話
[面试官] 就是說
[面试官] 比方說
[面试官] 我下週一
[面试官] 你乾淨還下週一給我
[面试官] OK 我覺得這個時間點OK
[面试官] 那下週一他不要給我
[面试官] 那我感覺就是
[面试官] 我提前
[面试官] 提前兩天的話
[面试官] 我跟他說
[面试官] 就是說你確定下週一給我
[面试官] 他如果說
[面试官] 他如果看那種情況
[面试官] 就說他說
[面试官] 如果跟他有什麼事情
[面试官] 會打我
[面试官] 比方說他覺得
[面试官] 這個視頻
[面试官] 我們要拍的還要拍的
[面试官] 要成全拍
[面试官] 或者我說
[面试官] 如果需要重新檢查
[面试官] 其實怎麼樣
[面试官] 然後我這個
[面试官] 可以接受
[面试官] 就是如果他說
[面试官] 他明天再期間
[面试官] 我覺得如果拍得多
[面试官] 他就能給出個設計
[面试官] 但是如果說
[面试官] 他其實到的點
[面试官] 他是
[面试官] 你跟他老婆說那種
[面试官] 就那種是
[面试官] 連打
[面试官] 那是個情況的話
[面试官] 我們這邊的
[面试官] 主要就是
[面试官] 兩個幾個方法
[面试官] 第一個的話就是
[面试官] 找朋友幫他打
[面试官] 第二個的話就是找
[面试官] 就是在打的一些
[面试官] 社交頻道上去
[面试官] 就算他打
[面试官] OK
[面试官] 好
[面试官] 沒接
[候选人] 那我看你這裡
[候选人] 你肯定只有接受YouTube
[候选人] 英文字幕和這方面
[候选人] 然後對於這
[候选人] 三類海外平台的KOL
[面试官] 你對這方面
[候选人] KOL的選情
[候选人] 它的邏輯和合作
[面试官] 車重點
[候选人] 是什麼呢
[面试官] 首先我們看
[面试官] 就是我們的一個需求是什麼
[面试官] 針對三層
[面试官] 應該有不一樣的策略
[面试官] 如果說我是為了
[面试官] 拿到更可怕的數據
[面试官] 然後可能去做些
[面试官] 或者說
[面试官] 我就是看我的
[面试官] 或者說我是為了
[面试官] 更可怕的數據
[面试官] 跟他的偶像
[面试官] 更快的一些
[面试官] 打成的合作
[面试官] 或者說更快的週期
[面试官] 那我可能去
[面试官] 接他的回數
[面试官] 那麼如果是
[面试官] 第二種
[面试官] 另外一種情況
[面试官] 我是為了
[面试官] 轉換率
[面试官] 或者說我是為了
[面试官] 我為了轉換率
[面试官] 或者說為了
[面试官] 更高點的質量
[面试官] 更高一點的效果
[面试官] 然後可能去做運作
[面试官] 那如果說
[面试官] 我的對數台有錢
[面试官] 資格的高度
[面试官] 可能去想想說
[面试官] 我自己需要一個
[面试官] 安排的細節
[面试官] 或者說
[面试官] 一些改變數據
[面试官] 然後
[面试官] 就是
[面试官] 收到平台
[面试官] 配速的
[面试官] 配速的一些
[面试官] 等於我的一個
[面试官] 目的去
[面试官] 車重多頻的平台
[面试官] 或者說
[面试官] 跟我們一塊講到一起
[面试官] 你這個
[面试官] 沒有問題
[面试官] 我沒有 OK
[候选人] 那
[候选人] 沒有問題的話
[候选人] 我們就
[候选人] 你有沒有什麼問題
[候选人] 很旺盛
[面试官] 想了解一下
[面试官] 這次就是
[面试官] 就是對這個崗位的
[面试官] 性節的需求是什麼
[面试官] 需求
[面试官] 就是說期望
[面试官] 或者什麼期望
[面试官] 就是你喜歡這個崗位
[面试官] 人家來講
[面试官] 或者說
[面试官] 做到什麼東西
[面试官] 因為這個崗的話
[候选人] 剛我也說
[候选人] 它是偏KW主管的
[候选人] 就是下面會
[候选人] 帶團隊
[候选人] 所以你要說
[候选人] 做出來的東西的話
[面试官] 第一個
[面试官] 是需要有
[候选人] 曝光量的考察的
[候选人] 比如說
[候选人] 就是可能要實現
[候选人] 一個月
[候选人] 100萬的
[候选人] 或者50到100萬的曝光
[候选人] 然後第二個是
[候选人] 轉化
[候选人] 就是因為我們可以
[候选人] 我們是可以歸陰的
[候选人] 所以呢
[候选人] 就是
[候选人] 也有一個月
[候选人] 對
[候选人] 比如說
[候选人] 亞馬遜或者獨立站
[面试官] 這兩個渠道的
[候选人] 出單情況的考核
[候选人] 對 然後
[面试官] 但是他們是有一個權重的
[候选人] 就是比如說
[候选人] 剛我先別講
[面试官] 曝光就引流這一塊
[候选人] 可能佔70%
[候选人] 或者80%
[候选人] 然後出單這個
[候选人] 可能佔20%
[候选人] 或者30%
[候选人] 它有一個權重的
[候选人] 這樣一個考核
[候选人] 然後最重要的是
[候选人] 有這個
[候选人] 副盤的能力
[候选人] 跟數據分析的能力吧
[候选人] 就是能夠
[候选人] 沉澱自己的
[候选人] 這個
[候选人] 不管是紅人的這個
[候选人] 資源庫
[候选人] 還是自己對於
[候选人] 這種短期的
[候选人] 這個
[候选人] 這個
[候选人] 這個
[候选人] 這個
[候选人] 這個
[候选人] 這種短視頻啊
[候选人] 或者說YouTube的
[候选人] 一些了解
[候选人] 然後能夠精準的去
[候选人] 篩選到紅人
[候选人] 然後並且提高
[候选人] 我們現在建立的
[候选人] 回覆率
[候选人] 因為
[候选人] 永持機器人這個品類的話
[候选人] 它是季節性的產品
[候选人] 我們之前
[候选人] 因為我們有三個品牌
[候选人] 我們另外兩個品牌的
[候选人] 回覆率都在20%
[候选人] 但是永持機器人這個品
[候选人] 只有10%
[候选人] 那10%對我們來說
[候选人] 已經算是比較低了
[候选人] 對 然後
[候选人] 很多我們覺得
[候选人] 比如說受眾匹配
[候选人] 然後用戶畫像匹配
[候选人] 然後
[候选人] 這個達人本身
[候选人] 它又是一個優質量的話
[候选人] 它的內容
[候选人] 也很優質
[候选人] 但是
[候选人] 聯繫的時候
[候选人] 別人的回覆可能就是說
[候选人] 不好意思
[候选人] 我家沒有永持
[候选人] 所以
[候选人] 這也是一個
[候选人] 因為這個產品本身的原因
[候选人] 會給我們帶來
[候选人] 這個場景線之星的問題
[候选人] 也會讓我們的
[候选人] 回覆率大大降低
[候选人] 對 然後
[候选人] 所以提高回覆率
[候选人] 這就是
[候选人] 也是一個點
[候选人] 這是第三個點
[候选人] 第一個點就是
[候选人] 增加這個曝光
[候选人] 這是大的目標
[候选人] 然後曝光和轉化
[候选人] 那小的直徑層上來看
[候选人] 那提高這個回覆率
[候选人] 是比較
[候选人] 迫切的事情
[候选人] 基本上就是這三點
[候选人] 目前來說的話
[候选人] 是三個品牌
[面试官] 中心要高
[候选人] 對
[面试官] 中心要高
[候选人] 但是有重心
[候选人] 就是另外兩個品牌
[候选人] 其實不怎麼
[候选人] 另外兩個品牌
[候选人] 建聯比較容易
[候选人] 而且我們
[候选人] 他們就是也有以前一些
[候选人] 比如說已經形成那種
[候选人] 深度合作關係的一些紅人
[候选人] 可以二次三次建聯的
[候选人] 就是
[候选人] 會比較容易
[候选人] 但是目前
[候选人] 剛給你講的
[候选人] 永持機器人這個品的話
[候选人] 本來就是
[候选人] 可能是去年
[候选人] 才開始做這個品的
[候选人] 所以說
[候选人] 相對來說的話
[候选人] 而且現在又是永持的忘記
[候选人] 所以我們現在的重心是在
[候选人] 永持機器人的這個品上
[候选人] 另外兩個的話
[候选人] 沒有什麼難度吧
[候选人] 就是平時那樣做我們
[候选人] 我們那個QAO專員
[候选人] 他基本上他一個人
[候选人] 他一個人
[候选人] 一個月
[候选人] 他是能做到
[候选人] 四十萬曝光的
[候选人] 就是
[候选人] 另外兩個品的話
[面试官] 對 他一個人
[面试官] 然後上線視頻數的話
[候选人] 大概是在二十條
[面试官] 就是另外兩個品
[候选人] 然後同時
[候选人] 但是
[面试官] 但是
[面试官] 像永持機器人這個品的話
[候选人] 一個月上線視頻
[候选人] 目前來說
[候选人] 只有四到五個
[面试官] 四到五條
[面试官] OK 第三個問題就是
[面试官] 我剛剛
[面试官] 之前跟
[面试官] 那個小燕姐有聊的
[面试官] 就是
[面试官] 就是做QR這個團票
[面试官] 好像是有四到五個
[面试官] 但是
[候选人] 但是目前來說
[候选人] 目前來說還沒有
[面试官] 還在找
[面试官] 對
[候选人] 就是很需要
[候选人] 那達到這個規模是這個意思嗎
[面试官] 我們之前是有過這個規模的
[候选人] 但是因為中間
[候选人] 轉了人去
[候选人] 我們曾經的TK部門
[候选人] 所以去做BD了
[候选人] 轉過去了
[面试官] 也就是說
[面试官] 後續的話
[面试官] 是要達到這個規模的意思嗎
[面试官] 對
[面试官] 然後就是說
[面试官] 這些冷暖的話
[面试官] 是怎麼去分的
[面试官] 就是
[面试官] 就是中間的內幕是這個意思嗎
[面试官] 對
[面试官] 就是為他內幕去做
[面试官] 對 而且我們現在的
[候选人] 就是做KO的這個專員
[候选人] 他還在做
[候选人] 涉煤的運營
[候选人] 關後也是他在做
[面试官] 然後的話
[面试官] 如果會是只有三個品內嗎
[面试官] 對吧
[面试官] 然後就是可能
[面试官] 會出現有兩個人
[面试官] 做一個內幕的這種情況
[面试官] 會有
[面试官] 應該是有
[候选人] 有啊
[候选人] 然後我的問題就是說
[面试官] 他們兩個人就是
[面试官] 你是他把找紅人
[候选人] 找重複了是嗎
[候选人] 對
[候选人] 這個不用
[候选人] 因為我們是有
[候选人] 共享多維表格的
[候选人] 就是每一個他們
[候选人] 只要連接的紅人都會
[候选人] 都必須就是在那個
[候选人] 表格裡面填上紅人的ID
[候选人] 和哪個平臺的賬號
[候选人] 然後你每次在建廉之前
[候选人] 都需要排重
[面试官] 對
[面试官] 這個沒有問題了
[候选人] 還有包括我們紅人
[候选人] 所有的臺帳
[候选人] 紅人臺帳都是有
[候选人] 就是每一個平臺合作的
[候选人] 上線的這個進度啊
[候选人] 然後視頻書這些都是有的
[候选人] 就數據這一塊
[候选人] 不會有問題
[面试官] OK
[面试官] 我之前有帶什麼問題
[面试官] OK
[候选人] 好
[面试官] 那你
[候选人] 那你稍等一下
[候选人] 我去

